# 260812-09a-stale-claim-sweep.tsv -- the CLAIM-LEVEL record-surface sweep for quick-260812-09a.
#
# WHY CLAIM-LEVEL: the earlier sweep registered sites FILE BY FILE and missed six or more. Here each claim
# carries its own grep pattern, its FULL hit list across the named surfaces, and a per-hit disposition.
# Sweeping by claim is what found ROADMAP.md:213, STATE.md:28 and three live HANDOFF.json fields
# (headline, carter_decisions_outstanding[0] and [2]) that the file-by-file scope did not name.
#
# SCOPE, STATED SO THE COUNTS REPRODUCE. `grep -r` does NOT follow symlinks on this GPFS tree (it silently
# UNDER-counts), and recursing from the repo root silently OVER-counts. The scope is an EXPLICIT file list:
#     .planning/*.md   .planning/*.json
#     .planning/phases/m3-aou-afr-ld-panel-build/*.md   + .continue-here.md (the glob misses dotfiles)
#     .claude/skills/*/SKILL.md
# SURFACES SCANNED: 83 files, measured AFTER the 2026-08-12 fixes.
# ⚠ ONE SCOPE EXCLUSION, and it is not a convenience: .planning/DECISIONS.md is swept UP TO the
#   '## 2026-08-12 - DEC-2026-08-12-adversarial-review-remediation' heading. That entry is the RECORD OF
#   this enumeration, not a subject of it -- it necessarily QUOTES every stale claim in order to register
#   it, so counting it would make the sweep circular and self-inflating. Same scoping discipline the
#   260811-rcw review states for its own Reconciliation log. Everything BEFORE that heading IS swept.
#
# ⚠ THIS FILE IS TAB-SEPARATED AND NOT CSV-QUOTED. Excerpts contain quote characters; a QUOTE_MINIMAL
# csv reader MERGES rows and silently under-counts (it read 130 rows back as 118 during authoring).
# Parse it by splitting on TAB, never with csv defaults.
#
# disposition=fixed      : a dated 2026-08-12 supersession/correction note sits within +/-6 lines of the hit.
# disposition=left       : deliberately untouched; the reason is the last column.
# disposition=eliminated : the wording was rewritten, so the pattern no longer matches anywhere.
#
# 260812-09a-check-sweep.sh asserts, per (claim_id, file), that the number of UN-ANNOTATED hits equals the
# number of disposition=left rows recorded here. The DEC-2026-08-12 canonical table is RENDERED from this
# file, never retyped -- that is what stops a fourth divergent list from being born.
claim_id	grep_pattern	file	line	excerpt	disposition	reason
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/HANDOFF.json	119	/ROADMAP.md:1077 still assert ld_npz_to_rds.R is frozen/unchanged when it is +313/-62. ⚠ The dated historical '>' blocks in S	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/ROADMAP.md	213	t fit time/§5); raw `.npz` + `ld_npz_to_rds.R` UNCHANGED. TDD RED-first, 3 tasks, no perimeter access, no loop contact. ⚠ **CO	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/ROADMAP.md	1077	panel `.npz` contract frozen (`ld_npz_to_rds.R` unchanged).	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	15	# Frozen contracts byte-unchanged (plink_ld_to_npz.py / ld_npz_to_rds.R / condition_ld_matrix.py all git-diff EMPTY).	left	INSIDE THE FRONTMATTER FENCE (measured: lines 1-24). The frontmatter must stay byte-identical and its YAML is pre-existing-unparseable, so this is recorded as a body-side note instead - see STATE.md Session Continuity
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	17	s unbuilt modules (EXPECTED). Frozen contracts (plink_ld_to_npz.py / ld_npz_to_rds.R / condition_ld_matrix.py) VERIFIED 0-line diff across the ENTIRE sess	left	INSIDE THE FRONTMATTER FENCE (measured: lines 1-24). The frontmatter must stay byte-identical and its YAML is pre-existing-unparseable, so this is recorded as a body-side note instead - see STATE.md Session Continuity
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	41	d_from_sumstats.py` +97/−24, `ld_npz_to_rds.R` +313/−62, `pipeline.schema.yaml` +119/−0). The three genuinely 0-diff files are **now gated for real**. Whether the other five were *frozen-and-drifted* or *never frozen* is **SR4-OPEN**, a question for Carter	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	305	> **✅ Frozen-contract gate CONFIRMED EMPTY:** `git diff --stat src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` → empty; `condition_ld_matrix.py` → empty (m3-06 FROZEN/HELD, untouc	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	370	t fit-time §5); raw `.npz` + `ld_npz_to_rds.R` FROZEN.	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	1249	AP.md:1077 still carry stale 'frozen' claims about ld_npz_to_rds.R — next session-close refresh).** EARLIER: **260811-rcw: the m3-04c Ta	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	1613	` + its test reference it). **Frozen contracts VERIFIED 0-line diff** (`plink_ld_to_npz.py`, `ld_npz_to_rds.R`, `condition_ld_matrix.py`) and ALL of `src/` untouched since `a76ebe	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/STATE.md	1641	-unparseable: `:15` asserts *'Frozen contracts byte-unchanged (… ld_npz_to_rds.R …)'* — **FALSE**, `ld_npz_to_rds.R` is **+313/−62 and never-frozen**	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	136	baseline was 548). All seven frozen contracts 0-diff except `ld_npz_to_rds.R`, which Carter unfroze for one task. m3-06 stays HELD.	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	256	asses `content_verify_npz`. **Frozen contracts VERIFIED 0-line diff across the ENTIRE session** (`plink_ld_to_npz.py`, `ld_npz_to_rds.R`, `condition_ld_matrix.py`); `exclude=None` argv byte-identical to pr	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-SUMMARY.md	96	`src/scripts/ld_npz_to_rds.R`, `condition_ld_matrix.py` (the three frozen contracts).	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	34	- 'Frozen contracts (plink_ld_to_npz.py, ld_npz_to_rds.R, condition_ld_matrix.py) have a 0-line git diff. m3-06 stays HELD; no	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-04c-W4-panel-reachability-egress-and-fire-PLAN.md	49	- 'Frozen contracts (plink_ld_to_npz.py, ld_npz_to_rds.R, condition_ld_matrix.py) and the four m3-07 modules keep a 0-line git	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-04c-W4-panel-reachability-egress-and-fire-PLAN.md	1570	rites `lower_triangular` and `ld_npz_to_rds.R` honours it; both are FROZEN here (0-line diff gated). No new `.npz` producer or consumer is intro	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-PLAN.md	35	'The RAW-panel contract stays FROZEN: plink_ld_to_npz.read_square_bin still RAISES on any NaN, content_verify_npz is untouched, and ld_npz_to_rds.R is unchanged — the conditioning stage is strictly downstream and addi	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-PLAN.md	308	raw-panel .npz + ld_npz_to_rds.R stay UNCHANGED (the conditioned .rds materialization is	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-PLAN.md	324	lean no-op; RAISE propagates. ld_npz_to_rds.R + plink_ld_to_npz.py byte-unchanged.</done>	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-PLAN.md	346	re_bin + content_verify_npz + ld_npz_to_rds.R stay FROZEN. |	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-PLAN.md	361	-NaN, content_verify_npz, and ld_npz_to_rds.R are all byte-unchanged.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-SUMMARY.md	48	- 'Frozen-contract SHA snapshot + git-diff assertion (plink_ld_to_npz.py, run_native_ld_panel.py, ld_npz_to_rds.R) around additive downstream stages'	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-SUMMARY.md	102	- `src/scripts/ld_npz_to_rds.R` — `0b52c589...b32b03d` (ingest key set unchanged; conditioned .rds materialization is §5)	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-06-W6-ld-nan-psd-conditioning-SUMMARY.md	148	- Frozen contracts (plink_ld_to_npz.py, run_native_ld_panel.py, ld_npz_to_rds.R) SHA-unchanged, git diff/status empty.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07-CONTEXT.md	49	- **Frozen contracts stay frozen:** `read_square_bin` / `content_verify_npz` NaN-raise, the raw `.npz` format, `ld_npz_to_rds.R`. The fix removes the occluded rows UPSTREAM (before `--r`) so no NaN	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07-RESEARCH.md	446	| Frozen contracts byte-unchanged | regression | `git diff --stat src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` empty | ✅ existing discipline |	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07-VALIDATION.md	58	| frozen contracts byte-unchanged | 07b, 07c | all | REQ-SNAKEMAKE-CI | Tampering | `read_square_bin`/`content_verify_npz`/`ld_npz_to_rds.R` untouched | regression | `git diff --stat src/python/plink_ld_to_npz	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07b-W7-span-filter-and-manifest-PLAN.md	30	- 'Frozen contracts stay byte-unchanged: `git diff --stat src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` is EMPTY and the run_native_ld_panel.py content_verify_npz body is u	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07b-W7-span-filter-and-manifest-PLAN.md	264	morphic; plink_ld_to_npz.py + ld_npz_to_rds.R byte-unchanged.</done>	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07b-W7-span-filter-and-manifest-PLAN.md	340	- Frozen-contract gate: `git diff --stat src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` EMPTY; content_verify_npz body untouched; m3-06 condition_ld_matrix.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07b-W7-span-filter-and-manifest-PLAN.md	348	- Frozen contracts (read_square_bin NaN-raise, content_verify_npz, the raw `.npz` format, ld_npz_to_rds.R) are byte-unchanged; m3-06 condition_ld_matrix.py is NOT touched (NaN	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-PLAN.md	23	- 'Frozen contracts stay byte-unchanged: `git diff --stat src/snakemake/rules/finemap.smk src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` is EMPTY — no consume wiring, no frozen-contract change; m3-06 condi	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-PLAN.md	255	link_ld_to_npz.py src/scripts/ld_npz_to_rds.R` is EMPTY (no consume wiring, no frozen-contract change).	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-PLAN.md	287	- Frozen-contract gate: `git diff --stat src/snakemake/rules/finemap.smk src/python/plink_ld_to_npz.py src/scripts/ld_npz_to_rds.R` EMPTY; m3-06 condition_ld_matrix.py NOT touched.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C6	(?i)ld_npz_to_rds\.R.{0,140}?(byte-unchanged|unchanged|frozen)|(byte-unchanged|unchanged|frozen).{0,140}?ld_npz_to_rds\.R	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-SUMMARY.md	174	| Frozen contracts (`plink_ld_to_npz.py`, `ld_npz_to_rds.R`, `condition_ld_matrix.py`) | **EMPTY diff** |	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C7	548P|548 passed|548\s*/\s*31	.planning/HANDOFF.json	49	E GATE REVIEW §2/§2.1(2). The 548P/31S/0F figure below is a 2026-08-05 SNAPSHOT and must not be quoted a	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C7	548P|548 passed|548\s*/\s*31	.planning/HANDOFF.json	106	s, ALL invisible to the green 548P/31S/0F suite. (A) --ld-file is a PREFERENCE, NOT A MANDATE at product	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C7	548P|548 passed|548\s*/\s*31	.planning/STATE.md	1635	wn ledger AND by measurement; 548P vs 902P → baseline corroborated; the aou-ld-pipeline skill's Wave-2 t	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C7	548P|548 passed|548\s*/\s*31	.planning/phases/m3-aou-afr-ld-panel-build/m3-04c-BLAST-RADIUS.md	6	at sweep time:** `tests/m3` **548 passed / 31 skipped / 0 failed**, independently re-run by the orchestrator.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C8	(?i)per-region median	.planning/HANDOFF.json	19	23.80%; pooled 5.29%. Corpus per-region median 17.82%, max 38.68%, 195/206 affected.',	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C8	(?i)per-region median	.planning/HANDOFF.json	110	external actions. (b) 'corpus per-region MEDIAN 17.82%' is a UNIT ERROR: 17.82% is the TILE-ROW median (195 of 206 ti	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C9	NOT YET IMPLEMENTED|OPEN AND DEEPER THAN DIAGNOSED|BLOCKED on panel reachability|BLOCKED until panel reachability	.planning/HANDOFF.json	50	). Body preserved verbatim: ⛔ OPEN AND DEEPER THAN DIAGNOSED. The 2026-08-03 finding (REGION_SAFE_TO_ID has no curated->M2 crosswa	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C9	NOT YET IMPLEMENTED|OPEN AND DEEPER THAN DIAGNOSED|BLOCKED on panel reachability|BLOCKED until panel reachability	.planning/HANDOFF.json	51	e. Body preserved verbatim: ⛔ BLOCKED on panel reachability (new), the stale gs:// panel-TSV rotate, the manifest-egress gap, the	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C9	NOT YET IMPLEMENTED|OPEN AND DEEPER THAN DIAGNOSED|BLOCKED on panel reachability|BLOCKED until panel reachability	.planning/HANDOFF.json	54	RE-FIRE GATE REVIEW §2.1(1): 'NOT YET IMPLEMENTED' is FALSE today, corroborated by measurement (L-11/L-12 present, L-13	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C9	NOT YET IMPLEMENTED|OPEN AND DEEPER THAN DIAGNOSED|BLOCKED on panel reachability|BLOCKED until panel reachability	.planning/STATE.md	1249	, incl. HANDOFF's own frozen 'NOT YET IMPLEMENTED' rows vs its ledger, and the skill's Wave-2 table split by row: GATE	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C10	(?i)enforced by.{0,120}?(oku|29 )|(oku|29 clause).{0,120}?enforced by	.planning/STATE.md	61	was: 'and enforced by `260811-oku-check-drafts.sh` (29 clauses green; 5 negative controls + 1 isolator OBSERVED red)'	eliminated	REWRITTEN not annotated - now 'gated at selection time by ... (task-local, never CI; 29 clauses green, but only 4 of those 29 were ever OBSERVED RED, and all 6 controls target the ms group alone)'
C10	(?i)enforced by.{0,120}?(oku|29 )|(oku|29 clause).{0,120}?enforced by	.planning/STATE.md	1633	was: 'Locked numbers enforced by a 29-clause harness (260811-oku-check-drafts.sh) with 6 negative controls each OBSERVED red'	eliminated	REWRITTEN not annotated - now 'gated at selection time by a 29-clause harness (task-local, never CI; only 4 of the 29 clauses were ever observed red, all controls on the ms group - superseded 2026-08-12 by 260812-09a-check-v2-pair.sh)'
